dba,store_number,store_type,store_sub_type,store_name,address,address_line_2,city,region,state,zip_code,county,country,country_code,phone_number,fax_number,store_hours,cvs_pharmacy,cvs_pharmacy_phone_number,cvs_pharmacy_fax_number,cvs_pharmacy_hours,optical_phone_number,optical_hours,clinic_phone_number,clinic_hours,clinic,mobile_kiosk,mobile_kiosk_hours,fresh_grocery,starbucks,ulta_at_target,drive_up,store_pickup,open_date,grand_open_date,latitude,longitude,geo_accuracy
Target,637,Store,General Merch,West Seattle,2800 Sw Barton St,,Seattle,Washington,WA,98126,King County,United States,US,(206) 932-1153,(206) 494-1910,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/10/1990,10/14/1990,47.52229195610278,-122.36896159127356,AGGDATA_VERIFIED: ROOFTOP
Target,1284,Store,General Merch,Northgate,302 Ne Northgate Way,,Seattle,Washington,WA,98125,King County,United States,US,(206) 494-0897,(206) 494-9902,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(206) 494-0898,(206) 494-9903,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(206) 494-0900,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,Tuesday:10:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/4/2000,10/8/2000,47.70916357907602,-122.32520353049041,AGGDATA_VERIFIED: ROOFTOP
Target,2786,Store,General Merch,Seattle Pike Plaza,1401 2nd Ave,,Seattle,Washington,WA,98101,King County,United States,US,(206) 494-3250,(206) 494-3255,"Friday:08:00:00-20:00:00,saturday:08:00:00-20:00:00,",CVS pharmacy,(206) 494-3251,(206) 494-3256,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/25/2012,7/29/2012,47.608576540897324,-122.33881910681534,AGGDATA_VERIFIED: ROOFTOP
Target,1118,Store,General Merch,Woodinville,13950 Ne 178th Pl,Ste. 100,Woodinville,Washington,WA,98072,King County,United States,US,(425) 482-6410,(425) 492-1823,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(425) 492-1820,(425) 492-1824,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/4/1998,3/8/1998,47.759041,-122.154049,PREMISE: ROOFTOP
Target,2290,Store,General Merch,Renton,1215 N Landing Way,,Renton,Washington,WA,98057,King County,United States,US,(425) 207-0067,(425) 207-0085,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(425) 207-0078,(425) 207-0086,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/10/2007,10/14/2007,47.49625761794748,-122.19977974891664,AGGDATA_VERIFIED: ROOFTOP
Target,995,Store,General Merch,Redmond,17700 Ne 76th St,,Redmond,Washington,WA,98052,King County,United States,US,(425) 556-9533,(425) 636-0801,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(425) 202-1000,(425) 636-0802,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(425) 885-6060,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/19/1995,7/23/1995,47.672539757941934,-122.10367229852183,AGGDATA_VERIFIED: ROOFTOP
Target,338,Store,General Merch,Lynnwood,18305 Alderwood Mall Pkwy,,Lynnwood,Washington,WA,98037,Snohomish County,United States,US,(425) 670-1435,(425) 245-0952,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(425) 673-1395,(425) 245-0953,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/20/1988,7/24/1988,47.832555893155885,-122.26602090860754,AGGDATA_VERIFIED: ROOFTOP
Target,681,Store,General Merch,Kent,26301 104th Ave Se,,Kent,Washington,WA,98030,King County,United States,US,(253) 850-9710,(253) 518-0865,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(253) 518-1190,(253) 518-0866,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/6/1993,10/10/1993,47.36606545721511,-122.20355009660126,AGGDATA_VERIFIED: ROOFTOP
Target,996,Store,General Merch,Issaquah,755 Nw Gilman Blvd,,Issaquah,Washington,WA,98027,King County,United States,US,(425) 392-3357,(425) 507-0920,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(425) 507-1020,(425) 507-0921,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/19/1995,7/23/1995,47.541741421401746,-122.0505262166262,AGGDATA_VERIFIED: ROOFTOP
Target,339,Store,General Merch,Factoria,4053 Factoria Square Mall Se,,Bellevue,Washington,WA,98006,King County,United States,US,(425) 562-0830,(425) 201-3211,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/5/1988,10/9/1988,47.57386046672069,-122.17344498261811,AGGDATA_VERIFIED: ROOFTOP
Target,3275,Store,Small Format,Bellevue 4th St And 116th Ave,272 116th Ave Ne,,Bellevue,Washington,WA,98004,King,United States,US,(425) 362-1530,(425) 362-1531,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",,,,,,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/21/2020,10/25/2020,47.61247729999999,-122.1843804,AGGDATA_VERIFIED: ROOFTOP
Target,1947,Store,General Merch,Federal Way,2201 S Commons,,Federal Way,Washington,WA,98003,King County,United States,US,(253) 733-7520,(253) 733-3843,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(253) 733-7521,(253) 733-3850,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/6/2004,10/10/2004,47.31308571512143,-122.30523163452746,AGGDATA_VERIFIED: ROOFTOP
Target,766,Store,General Merch,Bend,63435 N Highway 97,,Bend,Oregon,OR,97703,Deschutes County,United States,US,(541) 330-1434,(541) 633-4196,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/6/1996,3/10/1996,44.104249715347805,-121.30089542460631,AGGDATA_VERIFIED: ROOFTOP
Target,613,Store,General Merch,Medford,2000 Crater Lake Hwy,,Medford,Oregon,OR,97504,Jackson County,United States,US,(541) 779-0856,(541) 227-5439,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(541) 779-5110,(541) 227-5429,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/4/1989,10/8/1989,42.34765197693773,-122.8775671016884,AGGDATA_VERIFIED: ROOFTOP
Target,612,Store,General Merch,Springfield,2750 Gateway St,,Springfield,Oregon,OR,97477,Lane County,United States,US,(541) 741-0410,(541) 603-7812,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(541) 741-1547,(541) 603-7804,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/4/1989,10/8/1989,44.07159800297798,-123.04598618298772,AGGDATA_VERIFIED: ROOFTOP
Target,1405,Store,General Merch,Eugene,4575 W 11th Ave,,Eugene,Oregon,OR,97402,Lane County,United States,US,(541) 684-5995,(541) 603-7767,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(541) 684-4589,(541) 603-7761,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/6/2002,3/10/2002,44.048926508509766,-123.17146830260756,AGGDATA_VERIFIED: ROOFTOP
Target,609,Store,General Merch,Albany,2255 14th Ave Se,,Albany,Oregon,OR,97322,Linn County,United States,US,(541) 926-5727,(541) 971-4290,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(541) 791-9566,(541) 971-4284,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/19/1989,7/23/1989,44.6304279837475,-123.07812407612802,AGGDATA_VERIFIED: ROOFTOP
Target,2110,Store,General Merch,Keizer,6450 Keizer Station Blvd Ne,,Keizer,Oregon,OR,97303,Marion County,United States,US,(503) 856-0601,(971) 240-4645,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 856-0614,(971) 240-4646,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,Tuesday:10:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/1/2006,3/5/2006,45.0127842672576,-122.99470234662297,AGGDATA_VERIFIED: ROOFTOP
Target,608,Store,General Merch,Salem,3790 Center St Ne,,Salem,Oregon,OR,97301,Marion County,United States,US,(503) 588-7116,(971) 240-4870,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 588-4433,(971) 240-4863,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,,,Drive Up,Store Pickup,7/19/1989,7/23/1989,44.93836464126878,-122.98715997487308,AGGDATA_VERIFIED: ROOFTOP
Target,3413,Store,Small Format,Cedar Mill,12675 Nw Cornell Rd,,Portland,Oregon,OR,97229,Washington,United States,US,(503) 403-3619,(503) 403-3620,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 495-3740,(971) 266-6674,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/13/2022,7/17/2022,45.526154061544396,-122.80821066633987,AGGDATA_VERIFIED: ROOFTOP
Target,345,Store,General Merch,Washington Square,9009 Sw Hall Blvd,,Tigard,Oregon,OR,97223,Washington County,United States,US,(503) 624-0273,(503) 207-7175,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 639-3446,(503) 207-7176,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/20/1988,7/24/1988,45.453628800000004,-122.77899519940567,AGGDATA_VERIFIED: ROOFTOP
Target,2523,Store,General Merch,Portland Cascade Station,9401 Ne Cascades Pkwy,,Portland,Oregon,OR,97220,Multnomah County,United States,US,(971) 230-1930,(971) 230-1940,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(971) 230-1931,(971) 230-1941,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/7/2009,10/11/2009,45.577138296900955,-122.56522519513965,AGGDATA_VERIFIED: ROOFTOP
Target,2779,Store,General Merch,Portland Hayden Island Dr,1555 N Tomahawk Island Dr,,Portland,Oregon,OR,97217,Multnomah County,United States,US,(503) 205-9109,(503) 205-9119,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 205-9110,(503) 205-9120,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/10/2012,10/14/2012,45.61351337012047,-122.68244560807945,AGGDATA_VERIFIED: ROOFTOP
Target,1419,Store,General Merch,Portland East Washington Street,9800 Se Washington St,,Portland,Oregon,OR,97216,Multnomah County,United States,US,(503) 252-5850,(503) 205-6269,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 252-5934,(503) 205-6279,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:10:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/24/2002,7/28/2002,45.51565230159579,-122.56215909495953,AGGDATA_VERIFIED: ROOFTOP
Target,1868,Store,General Merch,Sherwood,21365 Sw Baler Way,,Sherwood,Oregon,OR,97140,Washington County,United States,US,(503) 610-6000,(503) 610-9194,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 610-6001,(503) 610-9195,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/6/2004,10/10/2004,45.36598778720155,-122.83804474398495,AGGDATA_VERIFIED: ROOFTOP
Target,362,Store,General Merch,Hillsboro,2295 Se Tualatin Valley Hwy,,Hillsboro,Oregon,OR,97123,Washington County,United States,US,(503) 693-1016,(503) 207-7229,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 707-0000,(503) 207-7239,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,2/15/1989,2/19/1989,45.50772264329351,-122.9567056708038,AGGDATA_VERIFIED: ROOFTOP
Target,1847,Store,General Merch,Wilsonville,25925 Sw Heather Pl,,Wilsonville,Oregon,OR,97070,Washington County,United States,US,(503) 682-7781,(503) 404-1737,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 682-7793,(503) 404-1738,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/8/2003,10/12/2003,45.3325974,-122.7675504,AGGDATA_VERIFIED: ROOFTOP
Target,1406,Store,General Merch,Fairview,21500 Ne Halsey St,,Fairview,Oregon,OR,97024,Multnomah County,United States,US,(503) 674-9109,(503) 405-9816,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(503) 491-8953,(503) 405-9817,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/6/2002,3/10/2002,45.53225595937125,-122.44236426427962,AGGDATA_VERIFIED: ROOFTOP
